Lambda,Alpha,Delta,PSI,Dose,Size,Number of Fractions,Gamma
0.07,0.07,0,0.9,46.2,15.4,3.0,0.9353081466744136
0.07,0.07,0,0.9,46.5,15.5,3.0,0.9371340124499193
0.07,0.07,0,0.9,46.8,15.6,3.0,0.9389168971407656
0.07,0.07,0,0.9,47.1,15.7,3.0000000000000004,0.9406575275996464
0.07,0.07,0,0.9,47.4,15.8,2.9999999999999996,0.9423566275088213
0.07,0.07,0,0.9,47.7,15.9,3.0,0.944014917071039
0.07,0.07,0,0.9,48.0,16.0,3.0,0.9456331127116868
0.07,0.07,0,0.9,48.3,16.1,2.9999999999999996,0.9472119267920963
0.07,0.07,0,0.9,48.6,16.2,3.0,0.9487520673339171
0.07,0.07,0,0.9,48.9,16.3,3.0,0.9502542377544694
0.07,0.07,0,0.9,49.2,16.4,3.0000000000000004,0.9517191366129747
0.07,0.07,0,0.9,49.5,16.5,3.0,0.9531474573675585
0.07,0.07,0,0.9,49.8,16.6,2.9999999999999996,0.9545398881429076
0.07,0.07,0,0.9,50.1,16.7,3.0,0.9558971115084642
0.07,0.07,0,0.9,50.4,16.8,3.0,0.9572198042670257
0.07,0.07,0,0.9,50.7,16.9,3.0000000000000004,0.9585086372536166
0.07,0.07,0,0.9,51.0,17.0,3.0,0.9597642751444939
0.07,0.07,0,0.9,51.3,17.1,2.9999999999999996,0.9609873762761372
0.07,0.07,0,0.9,51.6,17.2,3.0,0.9621785924740751
0.07,0.07,0,0.9,51.9,17.3,3.0,0.96333856889139
0.07,0.07,0,0.9,52.2,17.4,3.0000000000000004,0.9644679438567421
0.07,0.07,0,0.9,52.5,17.5,3.0,0.9655673487317458
0.07,0.07,0,0.9,52.8,17.6,2.9999999999999996,0.966637407777532
0.07,0.07,0,0.9,53.1,17.7,3.0,0.967678738030322
0.07,0.07,0,0.9,53.4,17.8,3.0,0.9686919491858367
0.07,0.07,0,0.9,53.7,17.9,3.0000000000000004,0.9696776434923638
0.07,0.07,0,0.9,54.0,18.0,3.0,0.9706364156523006
0.07,0.07,0,0.9,54.3,18.1,2.9999999999999996,0.9715688527319865
0.07,0.07,0,0.9,54.6,18.2,3.0,0.9724755340796408
0.07,0.07,0,0.9,54.9,18.3,3.0,0.9733570312512173
0.07,0.07,0,0.9,55.2,18.4,3.0000000000000004,0.9742139079439835
0.07,0.07,0,0.9,55.5,18.5,3.0,0.9750467199376355
0.07,0.07,0,0.9,55.8,18.6,2.9999999999999996,0.9758560150427541
0.07,0.07,0,0.9,56.1,18.7,3.0,0.9766423330564099
0.07,0.07,0,0.9,56.4,18.8,3.0,0.9774062057247223
0.07,0.07,0,0.9,56.7,18.9,3.0000000000000004,0.9781481567121778
0.07,0.07,0,0.9,57.0,19.0,3.0,0.9788687015775145
0.07,0.07,0,0.9,57.3,19.1,2.9999999999999996,0.9795683477559746
0.07,0.07,0,0.9,57.6,19.2,3.0,0.9802475945477345
0.07,0.07,0,0.9,57.9,19.3,3.0,0.9809069331123151
0.07,0.07,0,0.9,58.2,19.4,3.0000000000000004,0.9815468464687812
0.07,0.07,0,0.9,58.5,19.5,3.0,0.9821678095015351
0.07,0.07,0,0.9,58.8,19.6,2.9999999999999996,0.982770288971516
0.07,0.07,0,0.9,59.1,19.7,3.0,0.9833547435326108
0.07,0.07,0,0.9,59.4,19.8,3.0,0.9839216237530919
0.07,0.07,0,0.9,59.7,19.9,3.0000000000000004,0.9844713721418906
0.07,0.07,0,0.9,60.0,20.0,3.0,0.9850044231795223
0.07,0.07,0,0.9,60.3,20.1,2.9999999999999996,0.9855212033534795
0.07,0.07,0,0.9,60.6,20.2,3.0,0.9860221311979099
0.07,0.07,0,0.9,60.9,20.3,3.0,0.9865076173374009
0.07,0.07,0,0.9,61.2,20.4,3.0000000000000004,0.9869780645346914
0.07,0.07,0,0.9,61.5,20.5,3.0,0.9874338677421366
0.07,0.07,0,0.9,61.8,20.6,2.9999999999999996,0.9878754141567537
0.07,0.07,0,0.9,62.1,20.7,3.0,0.9883030832786758
0.07,0.07,0,0.9,62.4,20.8,3.0,0.9887172469728491
0.07,0.07,0,0.9,62.7,20.9,3.0000000000000004,0.9891182695338079
0.07,0.07,0,0.9,63.0,21.0,3.0,0.9895065077533631
0.07,0.07,0,0.9,63.3,21.1,2.9999999999999996,0.9898823109910494
0.07,0.07,0,0.9,63.6,21.2,3.0,0.9902460212471709
0.07,0.07,0,0.9,63.9,21.3,3.0,0.9905979732382953
0.07,0.07,0,0.9,64.2,21.4,3.0000000000000004,0.9909384944750443
0.07,0.07,0,0.9,64.5,21.5,3.0,0.9912679053420359
0.07,0.07,0,0.9,64.8,21.6,2.9999999999999996,0.9915865191798322
0.07,0.07,0,0.9,65.1,21.7,3.0,0.9918946423687557
0.07,0.07,0,0.9,65.4,21.8,3.0,0.9921925744144344
0.07,0.07,0,0.9,65.7,21.9,3.0000000000000004,0.9924806080349438
0.07,0.07,0,0.9,66.0,22.0,3.0,0.9927590292494141
0.07,0.07,0,0.9,66.3,22.1,2.9999999999999996,0.9930281174679769
0.07,0.07,0,0.9,66.6,22.2,3.0,0.9932881455829279
0.07,0.07,0,0.9,66.9,22.3,3.0,0.9935393800609834
0.07,0.07,0,0.9,67.2,22.4,3.0000000000000004,0.9937820810365171
0.07,0.07,0,0.9,67.5,22.5,3.0,0.9940165024056615
0.07,0.07,0,0.9,67.8,22.6,2.9999999999999996,0.9942428919211638
0.07,0.07,0,0.9,68.1,22.7,3.0,0.9944614912878923
0.07,0.07,0,0.9,68.4,22.8,3.0,0.9946725362588869
0.07,0.07,0,0.9,68.7,22.9,3.0000000000000004,0.9948762567318564
0.07,0.07,0,0.9,69.0,23.0,3.0,0.995072876846025
0.07,0.07,0,0.9,69.3,23.1,2.9999999999999996,0.9952626150792349
0.07,0.07,0,0.9,69.6,23.2,3.0,0.9954456843452159
0.07,0.07,0,0.9,69.9,23.3,3.0,0.9956222920909347
0.07,0.07,0,0.9,70.2,23.4,3.0000000000000004,0.9957926403939413
0.07,0.07,0,0.9,70.5,23.5,3.0,0.9959569260596319
0.07,0.07,0,0.9,70.8,23.6,2.9999999999999996,0.9961153407183521
0.07,0.07,0,0.9,71.1,23.7,3.0,0.9962680709222651
0.07,0.07,0,0.9,71.4,23.8,3.0,0.9964152982419177
0.07,0.07,0,0.9,71.7,23.9,3.0000000000000004,0.9965571993624314
0.07,0.07,0,0.9,72.0,24.0,3.0,0.9966939461792595
0.07,0.07,0,0.9,72.3,24.1,2.9999999999999996,0.9968257058934442
0.07,0.07,0,0.9,72.6,24.2,3.0,0.9969526411063176
0.07,0.07,0,0.9,72.9,24.3,3.0,0.9970749099135902
0.07,0.07,0,0.9,73.2,24.4,3.0000000000000004,0.9971926659987724
0.07,0.07,0,0.9,73.5,24.5,3.0,0.9973060587258822
0.07,0.07,0,0.9,73.8,24.6,2.9999999999999996,0.9974152332313865
0.07,0.07,0,0.9,74.1,24.7,3.0,0.9975203305153367
0.07,0.07,0,0.9,74.4,24.8,3.0,0.9976214875316517
0.07,0.07,0,0.9,74.7,24.9,3.0000000000000004,0.9977188372775103
0.07,0.07,0,0.9,75.0,25.0,3.0,0.9978125088818172
0.07,0.07,0,0.9,75.3,25.1,2.9999999999999996,0.9979026276927039
0.07,0.07,0,0.9,75.6,25.2,3.0,0.9979893153640365
0.07,0.07,0,0.9,75.9,25.3,3.0,0.9980726899408954
0.07,0.07,0,0.9,76.2,25.4,3.0000000000000004,0.9981528659440033
0.07,0.07,0,0.9,76.5,25.5,3.0,0.9982299544530724
0.07,0.07,0,0.9,76.8,25.6,2.9999999999999996,0.9983040631890482
0.07,0.07,0,0.9,77.1,25.7,3.0,0.9983752965952287
0.07,0.07,0,0.9,77.4,25.8,3.0,0.9984437559172383
0.07,0.07,0,0.9,77.7,25.9,3.0000000000000004,0.9985095392818392
0.07,0.07,0,0.9,78.0,26.0,3.0,0.9985727417745635
0.07,0.07,0,0.9,78.3,26.1,2.9999999999999996,0.9986334555161533
0.07,0.07,0,0.9,78.6,26.2,3.0,0.9986917697377957
0.07,0.07,0,0.9,78.9,26.3,3.0,0.9987477708551402
0.07,0.07,0,0.9,79.2,26.4,3.0000000000000004,0.9988015425410933
0.07,0.07,0,0.9,79.5,26.5,3.0,0.9988531657973783
0.07,0.07,0,0.9,79.8,26.6,2.9999999999999996,0.9989027190248582
0.07,0.07,0,0.9,80.1,26.7,3.0,0.9989502780926137
0.07,0.07,0,0.9,80.4,26.8,3.0,0.9989959164057767
0.07,0.07,0,0.9,80.7,26.9,3.0000000000000004,0.9990397049721129
0.07,0.07,0,0.9,81.0,27.0,3.0,0.9990817124673579
0.07,0.07,0,0.9,81.3,27.1,2.9999999999999996,0.9991220052993031
0.07,0.07,0,0.9,81.6,27.2,3.0,0.9991606476706362
0.07,0.07,0,0.9,81.9,27.3,3.0,0.9991977016405377
0.07,0.07,0,0.9,82.2,27.4,3.0000000000000004,0.9992332271850374
0.07,0.07,0,0.9,82.5,27.5,3.0,0.999267282256137
0.07,0.07,0,0.9,82.8,27.6,2.9999999999999996,0.999299922839703
0.07,0.07,0,0.9,83.1,27.7,3.0,0.9993312030121388
0.07,0.07,0,0.9,83.4,27.8,3.0,0.9993611749958417
0.07,0.07,0,0.9,83.7,27.9,3.0000000000000004,0.9993898892134547
0.07,0.07,0,0.9,84.0,28.0,3.0,0.999417394340923
0.07,0.07,0,0.9,84.3,28.1,2.9999999999999996,0.9994437373593622
0.07,0.07,0,0.9,84.6,28.2,3.0,0.9994689636057533
0.07,0.07,0,0.9,84.9,28.3,3.0,0.9994931168224717
0.07,0.07,0,0.9,85.2,28.4,3.0000000000000004,0.9995162392056658
0.07,0.07,0,0.9,85.5,28.5,3.0,0.9995383714524945
0.07,0.07,0,0.9,85.8,28.6,2.9999999999999996,0.9995595528072394
0.07,0.07,0,0.9,86.1,28.7,3.0,0.9995798211063036
0.07,0.07,0,0.9,86.4,28.8,3.0,0.999599212822111
0.07,0.07,0,0.9,86.7,28.9,3.0000000000000004,0.9996177631059218
0.07,0.07,0,0.9,87.0,29.0,3.0,0.9996355058295785
0.07,0.07,0,0.9,87.3,29.1,2.9999999999999996,0.9996524736261958
0.07,0.07,0,0.9,87.6,29.2,3.0,0.9996686979298129
0.07,0.07,0,0.9,87.9,29.3,3.0,0.9996842090140214
0.07,0.07,0,0.9,88.2,29.4,3.0000000000000004,0.9996990360295857
0.07,0.07,0,0.9,88.5,29.5,3.0,0.9997132070410719
0.07,0.07,0,0.9,88.8,29.6,2.9999999999999996,0.9997267490625029
0.07,0.07,0,0.9,89.1,29.7,3.0,0.9997396880920533
0.07,0.07,0,0.9,89.4,29.8,3.0,0.9997520491458035
0.07,0.07,0,0.9,89.7,29.9,3.0000000000000004,0.9997638562905692
0.07,0.07,0,0.92,76.0,1.9,40.0,0.1463807263526261
0.07,0.07,0,0.92,70.0,2.0,35.0,0.15464616531534126
0.07,0.07,0,0.92,63.0,2.1,30.0,0.1629487669237084
0.07,0.07,0,0.92,57.2,2.2,26.0,0.17128585303618693
0.07,0.07,0,0.92,55.2,2.3,24.000000000000004,0.1796547575886004
0.07,0.07,0,0.92,50.4,2.4,21.0,0.18805282795924394
0.07,0.07,0,0.92,50.0,2.5,20.0,0.19647742631093934
0.07,0.07,0,0.92,49.4,2.6,19.0,0.20492593090915
0.07,0.07,0,0.92,48.6,2.7,18.0,0.2133957374152996
0.07,0.07,0,0.92,44.8,2.8,16.0,0.2218842601544705
0.07,0.07,0,0.92,43.5,2.9,15.0,0.2303889333566923
0.07,0.07,0,0.92,42.0,3.0,14.0,0.2389072123710657
0.07,0.07,0,0.92,43.4,3.1,14.0,0.24743657485199955
0.07,0.07,0,0.92,41.6,3.2,13.0,0.2559745219168753
0.07,0.07,0,0.92,39.6,3.3,12.000000000000002,0.26451857927448863
0.07,0.07,0,0.92,37.4,3.4,11.0,0.2730662983236535
0.07,0.07,0,0.92,38.5,3.5,11.0,0.2816152572213876
0.07,0.07,0,0.92,36.0,3.6,10.0,0.2901630619201402
0.07,0.07,0,0.92,37.0,3.7,10.0,0.29870734717355174
0.07,0.07,0,0.92,38.0,3.8,10.0,0.30724577751028015
0.07,0.07,0,0.92,35.1,3.9,9.0,0.3157760481754559
0.07,0.07,0,0.92,36.0,4.0,9.0,0.324295886039374
0.07,0.07,0,0.92,36.9,4.1,9.0,0.3328030504730598
0.07,0.07,0,0.92,37.8,4.2,8.999999999999998,0.34129533419038816
0.07,0.07,0,0.92,34.4,4.3,8.0,0.3497705640564678
0.07,0.07,0,0.92,35.2,4.4,8.0,0.3582266018620417
0.07,0.07,0,0.92,36.0,4.5,8.0,0.36666134506368997
0.07,0.07,0,0.92,36.8,4.6,8.0,0.3750727274896568
0.07,0.07,0,0.92,37.6,4.7,8.0,0.38345872001116077
0.07,0.07,0,0.92,33.6,4.8,7.000000000000001,0.3918173311790796
0.07,0.07,0,0.92,34.3,4.9,6.999999999999999,0.4001466078259419
0.07,0.07,0,0.92,35.0,5.0,7.0,0.4084446356331849
0.07,0.07,0,0.92,35.7,5.1,7.000000000000001,0.41670953966367963
0.07,0.07,0,0.92,31.2,5.2,6.0,0.4249394848595518
0.07,0.07,0,0.92,31.8,5.3,6.0,0.43313267650536547
0.07,0.07,0,0.92,32.4,5.4,5.999999999999999,0.4412873606567669
0.07,0.07,0,0.92,33.0,5.5,6.0,0.4494018245347162
0.07,0.07,0,0.92,33.6,5.6,6.000000000000001,0.45747439688547276
0.07,0.07,0,0.92,34.2,5.7,6.0,0.46550344830652035
0.07,0.07,0,0.92,34.8,5.8,6.0,0.47348739153866237
0.07,0.07,0,0.92,35.4,5.9,5.999999999999999,0.48142468172453345
0.07,0.07,0,0.92,36.0,6.0,6.0,0.48931381663381224
0.07,0.07,0,0.92,30.5,6.1,5.0,0.4971533368554435
0.07,0.07,0,0.92,31.0,6.2,5.0,0.5049418259572085
0.07,0.07,0,0.92,31.5,6.3,5.0,0.5126779106130042
0.07,0.07,0,0.92,32.0,6.4,5.0,0.5203602606982245
0.07,0.07,0,0.92,32.5,6.5,5.0,0.5279875893536552
0.07,0.07,0,0.92,33.0,6.6,5.0,0.5355586530183226
0.07,0.07,0,0.92,33.5,6.7,5.0,0.5430722514317584
0.07,0.07,0,0.92,34.0,6.8,5.0,0.5505272276061639
0.07,0.07,0,0.92,34.5,6.9,5.0,0.5579224677689802
0.07,0.07,0,0.92,35.0,7.0,5.0,0.5652569012763916
0.07,0.07,0,0.92,35.5,7.1,5.0,0.5725295004983073
0.07,0.07,0,0.92,36.0,7.2,5.0,0.5797392806753869
0.07,0.07,0,0.92,36.5,7.3,5.0,0.5868852997486929
0.07,0.07,0,0.92,37.0,7.4,5.0,0.5939666581625691
0.07,0.07,0,0.92,37.5,7.5,5.0,0.6009824986413626
0.07,0.07,0,0.92,38.0,7.6,5.0,0.6079320059406167
0.07,0.07,0,0.92,38.5,7.7,5.0,0.6148144065733829
0.07,0.07,0,0.92,31.2,7.8,4.0,0.6216289685123071
0.07,0.07,0,0.92,31.6,7.9,4.0,0.6283750008681623
0.07,0.07,0,0.92,32.0,8.0,4.0,0.6350518535455063
0.07,0.07,0,0.92,32.4,8.1,4.0,0.6416589168761577
0.07,0.07,0,0.92,32.8,8.2,4.0,0.6481956212311901
0.07,0.07,0,0.92,33.2,8.3,4.0,0.6546614366121535
0.07,0.07,0,0.92,33.6,8.4,4.0,0.6610558722222373
0.07,0.07,0,0.92,34.0,8.5,4.0,0.6673784760181023
0.07,0.07,0,0.92,34.4,8.6,4.0,0.6736288342431043
0.07,0.07,0,0.92,34.8,8.7,4.0,0.6798065709426455
0.07,0.07,0,0.92,35.2,8.8,4.0,0.6859113474623906
0.07,0.07,0,0.92,35.6,8.9,4.0,0.6919428619300847
0.07,0.07,0,0.92,36.0,9.0,4.0,0.6979008487217166
0.07,0.07,0,0.92,36.4,9.1,4.0,0.7037850779127696
0.07,0.07,0,0.92,36.8,9.2,4.0,0.7095953547153007
0.07,0.07,0,0.92,37.2,9.3,4.0,0.7153315189015936
0.07,0.07,0,0.92,37.6,9.4,4.0,0.720993444215124
0.07,0.07,0,0.92,38.0,9.5,4.0,0.7265810377695763
0.07,0.07,0,0.92,38.4,9.6,4.0,0.7320942394366485
0.07,0.07,0,0.92,38.8,9.7,4.0,0.7375330212233757
0.07,0.07,0,0.92,39.2,9.8,4.0,0.7428973866397017
0.07,0.07,0,0.92,39.6,9.9,4.0,0.7481873700570183
0.07,0.07,0,0.92,40.0,10.0,4.0,0.7534030360583935
0.07,0.07,0,0.92,40.4,10.1,4.0,0.758544478781193
0.07,0.07,0,0.92,40.8,10.2,4.0,0.7636118212528017
0.07,0.07,0,0.92,41.2,10.3,4.0,0.7686052147201403
0.07,0.07,0,0.92,41.6,10.4,4.0,0.7735248379736608
0.07,0.07,0,0.92,42.0,10.5,4.0,0.7783708966665009
0.07,0.07,0,0.92,42.4,10.6,4.0,0.7831436226294652
0.07,0.07,0,0.92,42.8,10.7,4.0,0.7878432731824895
0.07,0.07,0,0.92,43.2,10.8,4.0,0.7924701304432378
0.07,0.07,0,0.92,43.6,10.9,4.0,0.7970245006334653
0.07,0.07,0,0.92,44.0,11.0,4.0,0.8015067133837761
0.07,0.07,0,0.92,44.4,11.1,4.0,0.8059171210373832
0.07,0.07,0,0.92,44.8,11.2,4.0,0.8102560979534746
0.07,0.07,0,0.92,45.2,11.3,4.0,0.8145240398107727
0.07,0.07,0,0.92,45.6,11.4,4.0,0.8187213629118582
0.07,0.07,0,0.92,46.0,11.5,4.0,0.8228485034888223
0.07,0.07,0,0.92,46.4,11.6,4.0,0.8269059170107929
0.07,0.07,0,0.92,46.8,11.7,4.0,0.8308940774938658
0.07,0.07,0,0.92,47.2,11.8,4.0,0.8348134768139623
0.07,0.07,0,0.92,47.6,11.9,4.0,0.8386646240231126
0.07,0.07,0,0.92,36.0,12.0,3.0,0.8424480446696582
0.07,0.07,0,0.92,36.3,12.1,3.0,0.8461642801228423
0.07,0.07,0,0.92,36.6,12.2,3.0000000000000004,0.8498138869022503
0.07,0.07,0,0.92,36.9,12.3,2.9999999999999996,0.8533974360125414
0.07,0.07,0,0.92,37.2,12.4,3.0,0.8569155122838967
0.07,0.07,0,0.92,37.5,12.5,3.0,0.8603687137186011
0.07,0.07,0,0.92,37.8,12.6,3.0,0.8637576508441489
0.07,0.07,0,0.92,38.1,12.7,3.0000000000000004,0.8670829460732565
0.07,0.07,0,0.92,38.4,12.8,2.9999999999999996,0.8703452330711465
0.07,0.07,0,0.92,38.7,12.9,3.0,0.87354515613045
0.07,0.07,0,0.92,39.0,13.0,3.0,0.8766833695540613
0.07,0.07,0,0.92,39.3,13.1,3.0,0.8797605370462614
0.07,0.07,0,0.92,39.6,13.2,3.0000000000000004,0.8827773311124113
0.07,0.07,0,0.92,39.9,13.3,2.9999999999999996,0.8857344324674984
0.07,0.07,0,0.92,40.2,13.4,3.0,0.8886325294538102
0.07,0.07,0,0.92,40.5,13.5,3.0,0.891472317467984
0.07,0.07,0,0.92,40.8,13.6,3.0,0.8942544983976752
0.07,0.07,0,0.92,41.1,13.7,3.0000000000000004,0.8969797800680644
0.07,0.07,0,0.92,41.4,13.8,2.9999999999999996,0.899648875698414
0.07,0.07,0,0.92,41.7,13.9,3.0,0.9022625033688645
0.07,0.07,0,0.92,42.0,14.0,3.0,0.9048213854976525
0.07,0.07,0,0.92,42.3,14.1,3.0,0.907326248328908
0.07,0.07,0,0.92,42.6,14.2,3.0000000000000004,0.9097778214311869
0.07,0.07,0,0.92,42.9,14.3,2.9999999999999996,0.9121768372068672
0.07,0.07,0,0.92,43.2,14.4,3.0,0.9145240304125333
0.07,0.07,0,0.92,43.5,14.5,3.0,0.9168201376904541
0.07,0.07,0,0.92,43.8,14.6,3.0,0.9190658971112485
0.07,0.07,0,0.92,44.1,14.7,3.0000000000000004,0.921262047727817
0.07,0.07,0,0.92,44.4,14.8,2.9999999999999996,0.923409329140608
0.07,0.07,0,0.92,44.7,14.9,3.0,0.9255084810742725
0.07,0.07,0,0.92,45.0,15.0,3.0,0.9275602429657486
0.07,0.07,0,0.92,45.3,15.1,3.0,0.9295653535638045
0.07,0.07,0,0.92,45.6,15.2,3.0000000000000004,0.9315245505400606
0.07,0.07,0,0.92,45.9,15.3,2.9999999999999996,0.9334385701114924
0.07,0.07,0,0.92,46.2,15.4,3.0,0.9353081466744136
0.07,0.07,0,0.92,46.5,15.5,3.0,0.9371340124499193
0.07,0.07,0,0.92,46.8,15.6,3.0,0.9389168971407656
0.07,0.07,0,0.92,47.1,15.7,3.0000000000000004,0.9406575275996464
0.07,0.07,0,0.92,47.4,15.8,2.9999999999999996,0.9423566275088213
0.07,0.07,0,0.92,47.7,15.9,3.0,0.944014917071039
0.07,0.07,0,0.92,48.0,16.0,3.0,0.9456331127116868
0.07,0.07,0,0.92,48.3,16.1,2.9999999999999996,0.9472119267920963
0.07,0.07,0,0.92,48.6,16.2,3.0,0.9487520673339171
0.07,0.07,0,0.92,48.9,16.3,3.0,0.9502542377544694
0.07,0.07,0,0.92,49.2,16.4,3.0000000000000004,0.9517191366129747
0.07,0.07,0,0.92,49.5,16.5,3.0,0.9531474573675585
0.07,0.07,0,0.92,49.8,16.6,2.9999999999999996,0.9545398881429076
0.07,0.07,0,0.92,50.1,16.7,3.0,0.9558971115084642
0.07,0.07,0,0.92,50.4,16.8,3.0,0.9572198042670257
0.07,0.07,0,0.92,50.7,16.9,3.0000000000000004,0.9585086372536166
0.07,0.07,0,0.92,51.0,17.0,3.0,0.9597642751444939
0.07,0.07,0,0.92,51.3,17.1,2.9999999999999996,0.9609873762761372
0.07,0.07,0,0.92,51.6,17.2,3.0,0.9621785924740751
0.07,0.07,0,0.92,51.9,17.3,3.0,0.96333856889139
0.07,0.07,0,0.92,52.2,17.4,3.0000000000000004,0.9644679438567421
0.07,0.07,0,0.92,52.5,17.5,3.0,0.9655673487317458
0.07,0.07,0,0.92,52.8,17.6,2.9999999999999996,0.966637407777532
0.07,0.07,0,0.92,53.1,17.7,3.0,0.967678738030322
0.07,0.07,0,0.92,53.4,17.8,3.0,0.9686919491858367
0.07,0.07,0,0.92,53.7,17.9,3.0000000000000004,0.9696776434923638
0.07,0.07,0,0.92,54.0,18.0,3.0,0.9706364156523006
0.07,0.07,0,0.92,54.3,18.1,2.9999999999999996,0.9715688527319865
0.07,0.07,0,0.92,54.6,18.2,3.0,0.9724755340796408
0.07,0.07,0,0.92,54.9,18.3,3.0,0.9733570312512173
0.07,0.07,0,0.92,55.2,18.4,3.0000000000000004,0.9742139079439835
0.07,0.07,0,0.92,55.5,18.5,3.0,0.9750467199376355
0.07,0.07,0,0.92,55.8,18.6,2.9999999999999996,0.9758560150427541
0.07,0.07,0,0.92,56.1,18.7,3.0,0.9766423330564099
0.07,0.07,0,0.92,56.4,18.8,3.0,0.9774062057247223
0.07,0.07,0,0.92,56.7,18.9,3.0000000000000004,0.9781481567121778
0.07,0.07,0,0.92,57.0,19.0,3.0,0.9788687015775145
0.07,0.07,0,0.92,57.3,19.1,2.9999999999999996,0.9795683477559746
0.07,0.07,0,0.92,57.6,19.2,3.0,0.9802475945477345
0.07,0.07,0,0.92,57.9,19.3,3.0,0.9809069331123151
0.07,0.07,0,0.92,58.2,19.4,3.0000000000000004,0.9815468464687812
0.07,0.07,0,0.92,58.5,19.5,3.0,0.9821678095015351
0.07,0.07,0,0.92,58.8,19.6,2.9999999999999996,0.982770288971516
0.07,0.07,0,0.92,59.1,19.7,3.0,0.9833547435326108
0.07,0.07,0,0.92,59.4,19.8,3.0,0.9839216237530919
0.07,0.07,0,0.92,59.7,19.9,3.0000000000000004,0.9844713721418906
0.07,0.07,0,0.92,60.0,20.0,3.0,0.9850044231795223
0.07,0.07,0,0.92,60.3,20.1,2.9999999999999996,0.9855212033534795
0.07,0.07,0,0.92,60.6,20.2,3.0,0.9860221311979099
0.07,0.07,0,0.92,60.9,20.3,3.0,0.9865076173374009
0.07,0.07,0,0.92,61.2,20.4,3.0000000000000004,0.9869780645346914
0.07,0.07,0,0.92,61.5,20.5,3.0,0.9874338677421366
0.07,0.07,0,0.92,61.8,20.6,2.9999999999999996,0.9878754141567537
0.07,0.07,0,0.92,62.1,20.7,3.0,0.9883030832786758
0.07,0.07,0,0.92,62.4,20.8,3.0,0.9887172469728491
0.07,0.07,0,0.92,62.7,20.9,3.0000000000000004,0.9891182695338079
0.07,0.07,0,0.92,63.0,21.0,3.0,0.9895065077533631
0.07,0.07,0,0.92,63.3,21.1,2.9999999999999996,0.9898823109910494
0.07,0.07,0,0.92,63.6,21.2,3.0,0.9902460212471709
0.07,0.07,0,0.92,63.9,21.3,3.0,0.9905979732382953
0.07,0.07,0,0.92,64.2,21.4,3.0000000000000004,0.9909384944750443
0.07,0.07,0,0.92,64.5,21.5,3.0,0.9912679053420359
0.07,0.07,0,0.92,64.8,21.6,2.9999999999999996,0.9915865191798322
0.07,0.07,0,0.92,65.1,21.7,3.0,0.9918946423687557
0.07,0.07,0,0.92,65.4,21.8,3.0,0.9921925744144344
0.07,0.07,0,0.92,65.7,21.9,3.0000000000000004,0.9924806080349438
0.07,0.07,0,0.92,66.0,22.0,3.0,0.9927590292494141
0.07,0.07,0,0.92,66.3,22.1,2.9999999999999996,0.9930281174679769
0.07,0.07,0,0.92,66.6,22.2,3.0,0.9932881455829279
0.07,0.07,0,0.92,66.9,22.3,3.0,0.9935393800609834
0.07,0.07,0,0.92,67.2,22.4,3.0000000000000004,0.9937820810365171
0.07,0.07,0,0.92,67.5,22.5,3.0,0.9940165024056615
0.07,0.07,0,0.92,67.8,22.6,2.9999999999999996,0.9942428919211638
0.07,0.07,0,0.92,68.1,22.7,3.0,0.9944614912878923
0.07,0.07,0,0.92,68.4,22.8,3.0,0.9946725362588869
0.07,0.07,0,0.92,68.7,22.9,3.0000000000000004,0.9948762567318564
0.07,0.07,0,0.92,69.0,23.0,3.0,0.995072876846025
0.07,0.07,0,0.92,69.3,23.1,2.9999999999999996,0.9952626150792349
0.07,0.07,0,0.92,69.6,23.2,3.0,0.9954456843452159
0.07,0.07,0,0.92,69.9,23.3,3.0,0.9956222920909347
0.07,0.07,0,0.92,70.2,23.4,3.0000000000000004,0.9957926403939413
0.07,0.07,0,0.92,70.5,23.5,3.0,0.9959569260596319
0.07,0.07,0,0.92,70.8,23.6,2.9999999999999996,0.9961153407183521
0.07,0.07,0,0.92,71.1,23.7,3.0,0.9962680709222651
0.07,0.07,0,0.92,71.4,23.8,3.0,0.9964152982419177
0.07,0.07,0,0.92,71.7,23.9,3.0000000000000004,0.9965571993624314
0.07,0.07,0,0.92,72.0,24.0,3.0,0.9966939461792595
0.07,0.07,0,0.92,72.3,24.1,2.9999999999999996,0.9968257058934442
0.07,0.07,0,0.92,72.6,24.2,3.0,0.9969526411063176
0.07,0.07,0,0.92,72.9,24.3,3.0,0.9970749099135902
0.07,0.07,0,0.92,73.2,24.4,3.0000000000000004,0.9971926659987724
0.07,0.07,0,0.92,73.5,24.5,3.0,0.9973060587258822
0.07,0.07,0,0.92,73.8,24.6,2.9999999999999996,0.9974152332313865
0.07,0.07,0,0.92,74.1,24.7,3.0,0.9975203305153367
0.07,0.07,0,0.92,74.4,24.8,3.0,0.9976214875316517
0.07,0.07,0,0.92,74.7,24.9,3.0000000000000004,0.9977188372775103
0.07,0.07,0,0.92,75.0,25.0,3.0,0.9978125088818172
0.07,0.07,0,0.92,75.3,25.1,2.9999999999999996,0.9979026276927039
0.07,0.07,0,0.92,75.6,25.2,3.0,0.9979893153640365
0.07,0.07,0,0.92,75.9,25.3,3.0,0.9980726899408954
0.07,0.07,0,0.92,76.2,25.4,3.0000000000000004,0.9981528659440033
